ligne_id;commande_id;produit_id;quantite;prix_unitaire;remise_pourcent;montant_ligne
LIG001448;CMD000503;PRD00092;3;45;15.0;114.75
LIG001449;CMD000503;PRD00100;2;19;0.0;38.0
LIG001450;CMD000504;PRD00029;3;129;10.0;348.3
LIG001451;CMD000505;PRD00061;2;39;0.0;78.0
LIG001452;CMD000505;PRD00085;1;35;10.0;31.5
LIG001453;CMD000505;PRD00068;2;39;0.0;78.0
LIG001454;CMD000505;PRD00067;2;49;0.0;98.0
LIG001455;CMD000505;PRD00057;2;399;0.0;798.0
LIG001456;CMD000506;PRD00046;3;149;10.0;402.3
LIG001457;CMD000507;PRD00017;3;379;10.0;1023.3
LIG001458;CMD000507;PRD00069;3;29;0.0;87.0
LIG001459;CMD000507;PRD00032;3;59;0.0;177.0
LIG001460;CMD000507;PRD00100;2;19;0.0;38.0
LIG001461;CMD000507;PRD00053;2;699;0.0;1398.0
LIG001462;CMD000508;PRD00059;1;39;0.0;39.0
LIG001463;CMD000508;PRD00002;2;899;0.0;1798.0
LIG001464;CMD000509;PRD00089;1;89;0.0;89.0
LIG001465;CMD000510;PRD00031;2;99;10.0;178.2
LIG001466;CMD000510;PRD00092;3;45;10.0;121.5
LIG001467;CMD000510;PRD00038;1;79;15.0;67.15
LIG001468;CMD000510;PRD00016;1;19;0.0;19.0
LIG001469;CMD000510;PRD00044;3;449;0.0;1347.0
LIG001470;CMD000511;PRD00093;3;19;10.0;51.3
LIG001471;CMD000511;PRD00099;1;25;0.0;25.0
LIG001472;CMD000512;PRD00042;3;249;10.0;672.3
LIG001473;CMD000512;PRD00057;2;399;0.0;798.0
LIG001474;CMD000512;PRD00023;1;129;0.0;129.0
LIG001475;CMD000512;PRD00066;2;249;0.0;498.0
LIG001476;CMD000513;PRD00097;1;15;15.0;12.75
LIG001477;CMD000513;PRD00023;3;129;0.0;387.0
LIG001478;CMD000513;PRD00019;2;129;10.0;232.2
LIG001479;CMD000514;PRD00037;2;299;5.0;568.1
LIG001480;CMD000515;PRD00019;3;129;10.0;348.3
LIG001481;CMD000515;PRD00013;1;279;0.0;279.0
LIG001482;CMD000515;PRD00027;3;89;0.0;267.0
LIG001483;CMD000516;PRD00037;2;299;15.0;508.3
LIG001484;CMD000516;PRD00074;2;129;10.0;232.2
LIG001485;CMD000517;PRD00064;2;799;15.0;1358.3
LIG001486;CMD000517;PRD00034;3;49;0.0;147.0
LIG001487;CMD000517;PRD00012;2;449;0.0;898.0
LIG001488;CMD000517;PRD00018;3;329;0.0;987.0
LIG001489;CMD000518;PRD00091;3;35;0.0;105.0
LIG001490;CMD000519;PRD00072;3;39;0.0;117.0
LIG001491;CMD000519;PRD00085;3;35;15.0;89.25
LIG001492;CMD000520;PRD00061;1;39;15.0;33.15
LIG001493;CMD000520;PRD00020;2;349;0.0;698.0
LIG001494;CMD000520;PRD00063;1;19;0.0;19.0
LIG001495;CMD000521;PRD00072;1;39;0.0;39.0
LIG001496;CMD000521;PRD00079;2;15;15.0;25.5
LIG001497;CMD000521;PRD00027;2;89;10.0;160.2
LIG001498;CMD000521;PRD00091;2;35;15.0;59.5
LIG001499;CMD000522;PRD00086;2;25;10.0;45.0
LIG001500;CMD000522;PRD00063;2;19;10.0;34.2
LIG001501;CMD000522;PRD00081;2;39;0.0;78.0
LIG001502;CMD000523;PRD00085;1;35;0.0;35.0
LIG001503;CMD000523;PRD00055;2;79;0.0;158.0
LIG001504;CMD000524;PRD00053;2;699;10.0;1258.2
LIG001505;CMD000524;PRD00088;1;49;5.0;46.55
LIG001506;CMD000524;PRD00031;1;99;10.0;89.1
LIG001507;CMD000524;PRD00004;2;599;0.0;1198.0
LIG001508;CMD000524;PRD00038;3;79;0.0;237.0
LIG001509;CMD000525;PRD00094;1;29;0.0;29.0
LIG001510;CMD000525;PRD00029;2;129;5.0;245.1
LIG001511;CMD000525;PRD00044;1;449;10.0;404.1
LIG001512;CMD000525;PRD00082;1;49;10.0;44.1
LIG001513;CMD000526;PRD00093;1;19;5.0;18.05
LIG001514;CMD000527;PRD00047;1;59;0.0;59.0
LIG001515;CMD000527;PRD00069;3;29;5.0;82.65
LIG001516;CMD000528;PRD00028;1;79;0.0;79.0
LIG001517;CMD000528;PRD00071;1;69;10.0;62.1
LIG001518;CMD000528;PRD00094;1;29;10.0;26.1
LIG001519;CMD000528;PRD00032;2;59;5.0;112.1
LIG001520;CMD000529;PRD00035;3;69;0.0;207.0
LIG001521;CMD000530;PRD00010;3;799;15.0;2037.45
LIG001522;CMD000531;PRD00095;3;25;5.0;71.25
LIG001523;CMD000532;PRD00036;1;129;0.0;129.0
LIG001524;CMD000532;PRD00059;3;39;10.0;105.3
LIG001525;CMD000532;PRD00026;2;119;5.0;226.1
LIG001526;CMD000533;PRD00090;1;59;5.0;56.05
LIG001527;CMD000533;PRD00069;1;29;5.0;27.55
LIG001528;CMD000533;PRD00065;3;139;5.0;396.15
LIG001529;CMD000534;PRD00099;2;25;10.0;45.0
LIG001530;CMD000534;PRD00030;1;189;15.0;160.65
LIG001531;CMD000534;PRD00058;2;249;0.0;498.0
LIG001532;CMD000534;PRD00048;1;79;15.0;67.15
LIG001533;CMD000535;PRD00019;2;129;10.0;232.2
LIG001534;CMD000536;PRD00040;1;49;0.0;49.0
LIG001535;CMD000536;PRD00095;3;25;10.0;67.5
LIG001536;CMD000536;PRD00044;3;449;5.0;1279.65
LIG001537;CMD000536;PRD00020;1;349;0.0;349.0
LIG001538;CMD000537;PRD00060;3;79;10.0;213.3
LIG001539;CMD000537;PRD00091;3;35;15.0;89.25
LIG001540;CMD000537;PRD00062;1;59;0.0;59.0
LIG001541;CMD000538;PRD00096;1;9;0.0;9.0
LIG001542;CMD000538;PRD00016;2;19;5.0;36.1
LIG001543;CMD000538;PRD00022;1;79;15.0;67.15
LIG001544;CMD000538;PRD00026;3;119;5.0;339.15
LIG001545;CMD000538;PRD00057;1;399;15.0;339.15
LIG001546;CMD000539;PRD00093;3;19;0.0;57.0
LIG001547;CMD000539;PRD00087;3;29;0.0;87.0
LIG001548;CMD000539;PRD00035;3;69;15.0;175.95
LIG001549;CMD000540;PRD00078;2;29;15.0;49.3
LIG001550;CMD000540;PRD00033;3;199;0.0;597.0
LIG001551;CMD000540;PRD00061;1;39;10.0;35.1
LIG001552;CMD000540;PRD00060;3;79;5.0;225.15
LIG001553;CMD000540;PRD00027;1;89;0.0;89.0
LIG001554;CMD000541;PRD00089;3;89;5.0;253.65
LIG001555;CMD000541;PRD00013;2;279;0.0;558.0
LIG001556;CMD000542;PRD00045;1;89;0.0;89.0
LIG001557;CMD000542;PRD00081;2;39;0.0;78.0
LIG001558;CMD000543;PRD00072;3;39;0.0;117.0
LIG001559;CMD000543;PRD00070;1;89;10.0;80.1
LIG001560;CMD000543;PRD00083;1;19;0.0;19.0
LIG001561;CMD000544;PRD00076;3;29;10.0;78.3
LIG001562;CMD000544;PRD00083;3;19;0.0;57.0
LIG001563;CMD000544;PRD00099;3;25;10.0;67.5
LIG001564;CMD000544;PRD00050;3;299;5.0;852.15
LIG001565;CMD000544;PRD00043;1;129;0.0;129.0
LIG001566;CMD000545;PRD00022;1;79;0.0;79.0
LIG001567;CMD000545;PRD00061;1;39;0.0;39.0
LIG001568;CMD000546;PRD00031;3;99;5.0;282.15
LIG001569;CMD000547;PRD00011;2;699;15.0;1188.3
LIG001570;CMD000547;PRD00078;1;29;5.0;27.55
LIG001571;CMD000547;PRD00028;3;79;5.0;225.15
LIG001572;CMD000547;PRD00022;2;79;15.0;134.3
LIG001573;CMD000547;PRD00082;2;49;15.0;83.3
LIG001574;CMD000548;PRD00094;3;29;10.0;78.3
LIG001575;CMD000548;PRD00055;1;79;5.0;75.05
LIG001576;CMD000548;PRD00028;2;79;0.0;158.0
LIG001577;CMD000549;PRD00076;2;29;0.0;58.0
LIG001578;CMD000550;PRD00083;1;19;15.0;16.15
LIG001579;CMD000550;PRD00062;3;59;0.0;177.0
LIG001580;CMD000550;PRD00051;2;449;15.0;763.3
LIG001581;CMD000551;PRD00014;3;49;0.0;147.0
LIG001582;CMD000551;PRD00005;3;1299;15.0;3312.45
LIG001583;CMD000551;PRD00048;1;79;0.0;79.0
LIG001584;CMD000551;PRD00004;1;599;5.0;569.05
LIG001585;CMD000551;PRD00079;1;15;0.0;15.0
LIG001586;CMD000552;PRD00084;3;25;0.0;75.0
LIG001587;CMD000552;PRD00079;2;15;15.0;25.5
LIG001588;CMD000553;PRD00086;3;25;0.0;75.0
LIG001589;CMD000553;PRD00008;3;999;0.0;2997.0
LIG001590;CMD000553;PRD00009;1;1299;0.0;1299.0
LIG001591;CMD000553;PRD00025;2;69;0.0;138.0
LIG001592;CMD000554;PRD00036;1;129;0.0;129.0
LIG001593;CMD000554;PRD00072;2;39;10.0;70.2
LIG001594;CMD000554;PRD00045;3;89;0.0;267.0
LIG001595;CMD000555;PRD00024;2;25;10.0;45.0
LIG001596;CMD000556;PRD00093;1;19;0.0;19.0
LIG001597;CMD000557;PRD00036;3;129;0.0;387.0
LIG001598;CMD000557;PRD00018;2;329;0.0;658.0
LIG001599;CMD000558;PRD00012;3;449;0.0;1347.0
LIG001600;CMD000558;PRD00063;2;19;15.0;32.3
LIG001601;CMD000558;PRD00046;3;149;5.0;424.65
LIG001602;CMD000559;PRD00045;1;89;0.0;89.0
LIG001603;CMD000559;PRD00083;3;19;10.0;51.3
LIG001604;CMD000559;PRD00088;3;49;15.0;124.95
LIG001605;CMD000559;PRD00037;2;299;0.0;598.0
LIG001606;CMD000560;PRD00067;3;49;15.0;124.95
LIG001607;CMD000561;PRD00005;2;1299;0.0;2598.0
LIG001608;CMD000561;PRD00042;1;249;5.0;236.55
LIG001609;CMD000561;PRD00090;2;59;0.0;118.0
LIG001610;CMD000561;PRD00014;2;49;15.0;83.3
LIG001611;CMD000561;PRD00081;1;39;0.0;39.0
LIG001612;CMD000562;PRD00079;3;15;5.0;42.75
LIG001613;CMD000562;PRD00059;3;39;5.0;111.15
LIG001614;CMD000562;PRD00076;2;29;0.0;58.0
LIG001615;CMD000562;PRD00074;2;129;15.0;219.3
LIG001616;CMD000563;PRD00014;3;49;5.0;139.65
LIG001617;CMD000563;PRD00054;3;149;0.0;447.0
LIG001618;CMD000563;PRD00055;1;79;10.0;71.1
LIG001619;CMD000563;PRD00100;1;19;0.0;19.0
LIG001620;CMD000563;PRD00035;3;69;15.0;175.95
LIG001621;CMD000564;PRD00040;1;49;0.0;49.0
LIG001622;CMD000565;PRD00011;1;699;5.0;664.05
LIG001623;CMD000565;PRD00024;1;25;15.0;21.25
LIG001624;CMD000565;PRD00031;1;99;0.0;99.0
LIG001625;CMD000566;PRD00071;1;69;5.0;65.55
LIG001626;CMD000566;PRD00088;3;49;5.0;139.65
LIG001627;CMD000566;PRD00051;2;449;15.0;763.3
LIG001628;CMD000566;PRD00090;1;59;0.0;59.0
LIG001629;CMD000567;PRD00077;2;69;5.0;131.1
LIG001630;CMD000567;PRD00051;3;449;15.0;1144.95
LIG001631;CMD000567;PRD00069;3;29;0.0;87.0
LIG001632;CMD000567;PRD00010;1;799;10.0;719.1
LIG001633;CMD000568;PRD00077;1;69;0.0;69.0
LIG001634;CMD000568;PRD00097;2;15;0.0;30.0
LIG001635;CMD000568;PRD00051;1;449;0.0;449.0
LIG001636;CMD000568;PRD00010;2;799;5.0;1518.1
LIG001637;CMD000568;PRD00083;1;19;0.0;19.0
LIG001638;CMD000569;PRD00005;1;1299;5.0;1234.05
LIG001639;CMD000569;PRD00034;3;49;10.0;132.3
LIG001640;CMD000569;PRD00054;1;149;5.0;141.55
LIG001641;CMD000569;PRD00023;1;129;0.0;129.0
LIG001642;CMD000570;PRD00065;2;139;15.0;236.3
LIG001643;CMD000570;PRD00050;3;299;5.0;852.15
LIG001644;CMD000570;PRD00088;2;49;0.0;98.0
LIG001645;CMD000570;PRD00059;2;39;5.0;74.1
LIG001646;CMD000570;PRD00002;2;899;15.0;1528.3
LIG001647;CMD000571;PRD00047;2;59;15.0;100.3
LIG001648;CMD000571;PRD00015;1;29;0.0;29.0
LIG001649;CMD000571;PRD00023;1;129;0.0;129.0
LIG001650;CMD000571;PRD00055;3;79;10.0;213.3
LIG001651;CMD000571;PRD00069;2;29;0.0;58.0
LIG001652;CMD000572;PRD00016;2;19;5.0;36.1
LIG001653;CMD000573;PRD00070;2;89;0.0;178.0
LIG001654;CMD000574;PRD00015;3;29;5.0;82.65
LIG001655;CMD000574;PRD00046;1;149;0.0;149.0
LIG001656;CMD000574;PRD00094;1;29;10.0;26.1
LIG001657;CMD000574;PRD00005;1;1299;0.0;1299.0
LIG001658;CMD000574;PRD00069;3;29;0.0;87.0
LIG001659;CMD000575;PRD00073;2;199;0.0;398.0
LIG001660;CMD000575;PRD00059;1;39;10.0;35.1
LIG001661;CMD000575;PRD00006;3;1499;15.0;3822.45
LIG001662;CMD000575;PRD00010;1;799;5.0;759.05
LIG001663;CMD000575;PRD00042;3;249;15.0;634.95
LIG001664;CMD000576;PRD00056;1;89;0.0;89.0
LIG001665;CMD000577;PRD00061;3;39;15.0;99.45
LIG001666;CMD000577;PRD00028;1;79;0.0;79.0
LIG001667;CMD000577;PRD00098;3;15;15.0;38.25
LIG001668;CMD000577;PRD00056;1;89;10.0;80.1
LIG001669;CMD000577;PRD00036;2;129;0.0;258.0
LIG001670;CMD000578;PRD00036;2;129;10.0;232.2
LIG001671;CMD000578;PRD00035;3;69;0.0;207.0
LIG001672;CMD000579;PRD00059;2;39;10.0;70.2
LIG001673;CMD000579;PRD00076;2;29;5.0;55.1
LIG001674;CMD000579;PRD00054;3;149;0.0;447.0
LIG001675;CMD000579;PRD00082;2;49;0.0;98.0
LIG001676;CMD000579;PRD00077;2;69;0.0;138.0
LIG001677;CMD000580;PRD00033;3;199;0.0;597.0
LIG001678;CMD000580;PRD00052;3;89;5.0;253.65
LIG001679;CMD000580;PRD00005;3;1299;0.0;3897.0
LIG001680;CMD000580;PRD00085;1;35;0.0;35.0
LIG001681;CMD000581;PRD00004;1;599;10.0;539.1
LIG001682;CMD000581;PRD00020;2;349;10.0;628.2
LIG001683;CMD000581;PRD00080;2;49;5.0;93.1
LIG001684;CMD000581;PRD00075;1;59;0.0;59.0
LIG001685;CMD000582;PRD00078;1;29;0.0;29.0
LIG001686;CMD000582;PRD00016;1;19;10.0;17.1
LIG001687;CMD000582;PRD00013;2;279;0.0;558.0
LIG001688;CMD000582;PRD00051;1;449;15.0;381.65
LIG001689;CMD000583;PRD00099;1;25;15.0;21.25
LIG001690;CMD000583;PRD00047;3;59;15.0;150.45
LIG001691;CMD000583;PRD00081;3;39;0.0;117.0
LIG001692;CMD000584;PRD00037;2;299;0.0;598.0
LIG001693;CMD000584;PRD00058;1;249;10.0;224.1
LIG001694;CMD000584;PRD00021;2;59;5.0;112.1
LIG001695;CMD000584;PRD00023;3;129;0.0;387.0
LIG001696;CMD000585;PRD00082;3;49;0.0;147.0
LIG001697;CMD000585;PRD00004;1;599;10.0;539.1
LIG001698;CMD000586;PRD00032;3;59;0.0;177.0
LIG001699;CMD000586;PRD00022;2;79;0.0;158.0
LIG001700;CMD000586;PRD00073;3;199;10.0;537.3
LIG001701;CMD000586;PRD00081;3;39;5.0;111.15
LIG001702;CMD000586;PRD00061;3;39;10.0;105.3
LIG001703;CMD000587;PRD00092;2;45;0.0;90.0
LIG001704;CMD000587;PRD00026;1;119;0.0;119.0
LIG001705;CMD000587;PRD00042;3;249;5.0;709.65
LIG001706;CMD000587;PRD00017;2;379;0.0;758.0
LIG001707;CMD000588;PRD00078;2;29;0.0;58.0
LIG001708;CMD000589;PRD00050;3;299;10.0;807.3
LIG001709;CMD000589;PRD00010;1;799;15.0;679.15
LIG001710;CMD000589;PRD00054;3;149;15.0;379.95
LIG001711;CMD000589;PRD00034;3;49;15.0;124.95
LIG001712;CMD000590;PRD00052;3;89;15.0;226.95
LIG001713;CMD000590;PRD00092;2;45;5.0;85.5
LIG001714;CMD000590;PRD00066;1;249;0.0;249.0
LIG001715;CMD000591;PRD00085;2;35;0.0;70.0
LIG001716;CMD000591;PRD00044;2;449;0.0;898.0
LIG001717;CMD000591;PRD00019;2;129;15.0;219.3
LIG001718;CMD000591;PRD00032;3;59;0.0;177.0
LIG001719;CMD000592;PRD00058;3;249;0.0;747.0
LIG001720;CMD000592;PRD00090;3;59;0.0;177.0
LIG001721;CMD000592;PRD00034;1;49;0.0;49.0
LIG001722;CMD000593;PRD00092;3;45;0.0;135.0
LIG001723;CMD000593;PRD00021;2;59;15.0;100.3
LIG001724;CMD000593;PRD00073;2;199;15.0;338.3
LIG001725;CMD000594;PRD00004;3;599;0.0;1797.0
LIG001726;CMD000594;PRD00028;1;79;10.0;71.1
LIG001727;CMD000595;PRD00083;3;19;0.0;57.0
LIG001728;CMD000595;PRD00020;3;349;0.0;1047.0
LIG001729;CMD000595;PRD00076;2;29;5.0;55.1
LIG001730;CMD000596;PRD00044;1;449;0.0;449.0
LIG001731;CMD000597;PRD00059;3;39;10.0;105.3
LIG001732;CMD000597;PRD00073;1;199;15.0;169.15
LIG001733;CMD000597;PRD00082;1;49;0.0;49.0
LIG001734;CMD000597;PRD00002;3;899;0.0;2697.0
LIG001735;CMD000598;PRD00011;1;699;0.0;699.0
LIG001736;CMD000598;PRD00008;2;999;15.0;1698.3
LIG001737;CMD000598;PRD00058;1;249;15.0;211.65
LIG001738;CMD000598;PRD00073;3;199;0.0;597.0
LIG001739;CMD000598;PRD00067;1;49;15.0;41.65
LIG001740;CMD000599;PRD00094;1;29;10.0;26.1
LIG001741;CMD000599;PRD00009;2;1299;0.0;2598.0
LIG001742;CMD000600;PRD00041;3;899;0.0;2697.0
LIG001743;CMD000601;PRD00076;3;29;0.0;87.0
LIG001744;CMD000601;PRD00028;3;79;5.0;225.15
LIG001745;CMD000601;PRD00077;1;69;15.0;58.65
LIG001746;CMD000601;PRD00063;2;19;15.0;32.3
LIG001747;CMD000601;PRD00039;1;149;10.0;134.1
LIG001748;CMD000602;PRD00081;2;39;10.0;70.2
LIG001749;CMD000602;PRD00023;2;129;15.0;219.3
LIG001750;CMD000602;PRD00043;2;129;0.0;258.0
LIG001751;CMD000602;PRD00065;3;139;0.0;417.0
LIG001752;CMD000603;PRD00063;2;19;10.0;34.2
LIG001753;CMD000603;PRD00001;2;1199;5.0;2278.1
LIG001754;CMD000604;PRD00024;1;25;0.0;25.0
LIG001755;CMD000604;PRD00025;2;69;10.0;124.2
LIG001756;CMD000604;PRD00100;2;19;0.0;38.0
LIG001757;CMD000604;PRD00014;3;49;5.0;139.65
LIG001758;CMD000604;PRD00098;1;15;15.0;12.75
LIG001759;CMD000605;PRD00022;1;79;0.0;79.0
LIG001760;CMD000605;PRD00021;3;59;5.0;168.15
LIG001761;CMD000605;PRD00079;3;15;10.0;40.5
LIG001762;CMD000605;PRD00085;2;35;15.0;59.5
LIG001763;CMD000606;PRD00094;2;29;5.0;55.1
LIG001764;CMD000606;PRD00046;2;149;5.0;283.1
LIG001765;CMD000606;PRD00096;3;9;5.0;25.65
LIG001766;CMD000607;PRD00059;2;39;0.0;78.0
LIG001767;CMD000607;PRD00099;3;25;0.0;75.0
LIG001768;CMD000608;PRD00042;1;249;10.0;224.1
LIG001769;CMD000608;PRD00072;3;39;5.0;111.15
LIG001770;CMD000608;PRD00095;2;25;0.0;50.0
LIG001771;CMD000608;PRD00026;1;119;0.0;119.0
LIG001772;CMD000609;PRD00032;2;59;0.0;118.0
LIG001773;CMD000609;PRD00036;1;129;0.0;129.0
LIG001774;CMD000609;PRD00078;3;29;0.0;87.0
LIG001775;CMD000609;PRD00076;2;29;10.0;52.2
LIG001776;CMD000610;PRD00020;1;349;10.0;314.1
LIG001777;CMD000610;PRD00076;1;29;5.0;27.55
LIG001778;CMD000610;PRD00039;1;149;0.0;149.0
LIG001779;CMD000610;PRD00074;3;129;10.0;348.3
LIG001780;CMD000611;PRD00090;3;59;15.0;150.45
LIG001781;CMD000612;PRD00059;2;39;0.0;78.0
LIG001782;CMD000612;PRD00047;3;59;15.0;150.45
LIG001783;CMD000613;PRD00051;1;449;10.0;404.1
LIG001784;CMD000613;PRD00063;2;19;0.0;38.0
LIG001785;CMD000613;PRD00007;3;1199;5.0;3417.15
LIG001786;CMD000613;PRD00068;1;39;10.0;35.1
LIG001787;CMD000614;PRD00095;1;25;10.0;22.5
LIG001788;CMD000615;PRD00060;1;79;15.0;67.15
LIG001789;CMD000615;PRD00079;2;15;0.0;30.0
LIG001790;CMD000615;PRD00084;2;25;5.0;47.5
LIG001791;CMD000615;PRD00025;3;69;0.0;207.0
LIG001792;CMD000615;PRD00097;3;15;0.0;45.0
LIG001793;CMD000616;PRD00074;2;129;0.0;258.0
LIG001794;CMD000616;PRD00038;1;79;0.0;79.0
LIG001795;CMD000616;PRD00001;2;1199;5.0;2278.1
LIG001796;CMD000616;PRD00080;1;49;0.0;49.0
LIG001797;CMD000617;PRD00020;2;349;0.0;698.0
LIG001798;CMD000617;PRD00025;1;69;0.0;69.0
LIG001799;CMD000617;PRD00099;3;25;10.0;67.5
LIG001800;CMD000617;PRD00019;1;129;0.0;129.0
LIG001801;CMD000617;PRD00027;3;89;0.0;267.0
LIG001802;CMD000618;PRD00035;2;69;0.0;138.0
LIG001803;CMD000618;PRD00030;1;189;5.0;179.55
LIG001804;CMD000618;PRD00028;1;79;5.0;75.05
LIG001805;CMD000618;PRD00099;1;25;5.0;23.75
LIG001806;CMD000619;PRD00027;2;89;10.0;160.2
LIG001807;CMD000619;PRD00099;1;25;0.0;25.0
LIG001808;CMD000620;PRD00095;2;25;5.0;47.5
LIG001809;CMD000620;PRD00078;1;29;0.0;29.0
LIG001810;CMD000620;PRD00046;1;149;10.0;134.1
LIG001811;CMD000620;PRD00096;2;9;5.0;17.1
LIG001812;CMD000621;PRD00013;1;279;5.0;265.05
LIG001813;CMD000621;PRD00046;3;149;0.0;447.0
LIG001814;CMD000621;PRD00047;1;59;15.0;50.15
LIG001815;CMD000621;PRD00040;1;49;15.0;41.65
LIG001816;CMD000622;PRD00019;1;129;0.0;129.0
LIG001817;CMD000623;PRD00077;1;69;15.0;58.65
LIG001818;CMD000624;PRD00023;1;129;15.0;109.65
LIG001819;CMD000624;PRD00067;3;49;0.0;147.0
LIG001820;CMD000625;PRD00081;2;39;0.0;78.0
LIG001821;CMD000625;PRD00048;1;79;0.0;79.0
LIG001822;CMD000625;PRD00034;1;49;5.0;46.55
LIG001823;CMD000625;PRD00080;1;49;15.0;41.65
LIG001824;CMD000626;PRD00021;1;59;0.0;59.0
LIG001825;CMD000626;PRD00013;1;279;0.0;279.0
LIG001826;CMD000627;PRD00078;1;29;0.0;29.0
LIG001827;CMD000627;PRD00082;2;49;5.0;93.1
LIG001828;CMD000628;PRD00086;3;25;10.0;67.5
LIG001829;CMD000628;PRD00092;1;45;0.0;45.0
LIG001830;CMD000628;PRD00013;1;279;10.0;251.1
LIG001831;CMD000628;PRD00062;1;59;0.0;59.0
LIG001832;CMD000628;PRD00064;1;799;15.0;679.15
LIG001833;CMD000629;PRD00029;1;129;15.0;109.65
LIG001834;CMD000629;PRD00033;3;199;0.0;597.0
LIG001835;CMD000630;PRD00048;3;79;0.0;237.0
LIG001836;CMD000630;PRD00085;3;35;5.0;99.75
LIG001837;CMD000630;PRD00019;3;129;0.0;387.0
LIG001838;CMD000630;PRD00075;1;59;0.0;59.0
LIG001839;CMD000631;PRD00062;2;59;5.0;112.1
LIG001840;CMD000631;PRD00045;1;89;5.0;84.55
LIG001841;CMD000631;PRD00025;3;69;0.0;207.0
LIG001842;CMD000631;PRD00081;3;39;5.0;111.15
LIG001843;CMD000631;PRD00074;1;129;15.0;109.65
LIG001844;CMD000632;PRD00063;2;19;15.0;32.3
LIG001845;CMD000632;PRD00099;1;25;15.0;21.25
LIG001846;CMD000632;PRD00071;2;69;10.0;124.2
LIG001847;CMD000633;PRD00030;2;189;0.0;378.0
LIG001848;CMD000634;PRD00011;1;699;0.0;699.0
LIG001849;CMD000634;PRD00065;3;139;0.0;417.0
LIG001850;CMD000634;PRD00024;1;25;0.0;25.0
LIG001851;CMD000634;PRD00051;3;449;15.0;1144.95
LIG001852;CMD000634;PRD00066;2;249;10.0;448.2
LIG001853;CMD000635;PRD00030;1;189;0.0;189.0
LIG001854;CMD000635;PRD00089;3;89;0.0;267.0
LIG001855;CMD000635;PRD00068;3;39;15.0;99.45
LIG001856;CMD000635;PRD00022;3;79;0.0;237.0
LIG001857;CMD000635;PRD00048;3;79;0.0;237.0
LIG001858;CMD000636;PRD00067;2;49;0.0;98.0
LIG001859;CMD000636;PRD00054;3;149;0.0;447.0
LIG001860;CMD000636;PRD00061;1;39;0.0;39.0
LIG001861;CMD000636;PRD00060;2;79;15.0;134.3
LIG001862;CMD000637;PRD00062;1;59;5.0;56.05
LIG001863;CMD000637;PRD00021;1;59;15.0;50.15
LIG001864;CMD000638;PRD00036;2;129;0.0;258.0
LIG001865;CMD000638;PRD00018;3;329;15.0;838.95
LIG001866;CMD000639;PRD00082;1;49;10.0;44.1
LIG001867;CMD000640;PRD00070;3;89;10.0;240.3
LIG001868;CMD000641;PRD00015;2;29;10.0;52.2
LIG001869;CMD000641;PRD00081;1;39;15.0;33.15
LIG001870;CMD000641;PRD00060;3;79;5.0;225.15
LIG001871;CMD000642;PRD00086;3;25;5.0;71.25
LIG001872;CMD000642;PRD00064;2;799;0.0;1598.0
LIG001873;CMD000643;PRD00086;1;25;0.0;25.0
LIG001874;CMD000643;PRD00033;3;199;5.0;567.15
LIG001875;CMD000643;PRD00046;1;149;10.0;134.1
LIG001876;CMD000643;PRD00011;2;699;0.0;1398.0
LIG001877;CMD000644;PRD00067;1;49;10.0;44.1
LIG001878;CMD000644;PRD00086;3;25;0.0;75.0
LIG001879;CMD000644;PRD00049;3;599;0.0;1797.0
LIG001880;CMD000644;PRD00006;1;1499;0.0;1499.0
LIG001881;CMD000644;PRD00078;2;29;10.0;52.2
LIG001882;CMD000645;PRD00059;2;39;15.0;66.3
LIG001883;CMD000645;PRD00074;3;129;5.0;367.65
LIG001884;CMD000645;PRD00067;3;49;0.0;147.0
LIG001885;CMD000645;PRD00005;1;1299;10.0;1169.1
LIG001886;CMD000646;PRD00033;2;199;0.0;398.0
LIG001887;CMD000646;PRD00046;2;149;5.0;283.1
LIG001888;CMD000646;PRD00088;1;49;0.0;49.0
LIG001889;CMD000646;PRD00045;2;89;15.0;151.3
LIG001890;CMD000647;PRD00064;2;799;0.0;1598.0
LIG001891;CMD000647;PRD00012;3;449;10.0;1212.3
LIG001892;CMD000648;PRD00080;1;49;5.0;46.55
LIG001893;CMD000648;PRD00064;1;799;0.0;799.0
LIG001894;CMD000648;PRD00082;3;49;5.0;139.65
LIG001895;CMD000649;PRD00015;1;29;10.0;26.1
LIG001896;CMD000650;PRD00012;3;449;15.0;1144.95
LIG001897;CMD000650;PRD00092;2;45;0.0;90.0
LIG001898;CMD000651;PRD00095;2;25;10.0;45.0
LIG001899;CMD000652;PRD00004;3;599;0.0;1797.0
LIG001900;CMD000652;PRD00064;1;799;0.0;799.0
LIG001901;CMD000652;PRD00029;2;129;15.0;219.3
LIG001902;CMD000653;PRD00054;1;149;5.0;141.55
LIG001903;CMD000653;PRD00072;1;39;10.0;35.1
LIG001904;CMD000653;PRD00071;3;69;5.0;196.65
LIG001905;CMD000653;PRD00073;3;199;10.0;537.3
LIG001906;CMD000654;PRD00047;3;59;0.0;177.0
LIG001907;CMD000654;PRD00031;1;99;15.0;84.15
LIG001908;CMD000654;PRD00041;1;899;0.0;899.0
LIG001909;CMD000655;PRD00041;2;899;15.0;1528.3
LIG001910;CMD000655;PRD00014;3;49;15.0;124.95
