commande_id;client_id;date_commande;heure_commande;statut;mode_paiement;transporteur;montant_ht;tva;frais_port;montant_ttc;code_promo
CMD000505;CLI00434;2024-06-24;15:20;Livrée;Carte bancaire;Chronopost;1083.5;216.7;0;1300.2;FLASH25
CMD000506;CLI00376;2024-02-24;09:58;En cours;Virement;DPD;402.3;80.46;0;482.76;
CMD000507;CLI00230;2024-03-04;09:26;Livrée;Apple Pay;UPS;2723.3;544.66;0;3267.96;
CMD000508;CLI00295;2024-05-21;20:35;Livrée;Apple Pay;Colissimo;1837.0;367.4;0;2204.4;
CMD000509;CLI00446;2023-02-04;10:32;Expédiée;Klarna;DPD;89.0;17.8;0;106.8;FIDELITE15
CMD000510;CLI00182;2023-05-11;15:58;Expédiée;Apple Pay;DPD;1732.85;346.57;0;2079.42;FIDELITE15
CMD000511;CLI00149;2024-05-03;22:00;Livrée;Klarna;UPS;76.3;15.26;0;91.56;SOLDES20
CMD000512;CLI00346;2024-10-26;08:36;Annulée;Klarna;UPS;2097.3;419.46;0;2516.76;FIDELITE15
CMD000513;CLI00147;2023-11-27;12:36;Expédiée;Klarna;Mondial Relay;631.95;126.39;0;758.34;
CMD000514;CLI00178;2023-10-19;15:14;Livrée;PayPal;Mondial Relay;568.1;113.62;0;681.72;BIENVENUE10
CMD000515;CLI00311;2023-04-19;22:34;Livrée;Klarna;Chronopost;894.3;178.86;0;1073.16;
CMD000516;CLI00251;2023-01-27;10:53;En cours;Apple Pay;Mondial Relay;740.5;148.1;0;888.6;
CMD000517;CLI00367;2023-05-03;19:04;Annulée;Virement;Chronopost;3390.3;678.06;0;4068.36;SOLDES20
CMD000518;CLI00142;2024-04-09;22:59;Retournée;Carte bancaire;DPD;105.0;21.0;0;126.0;
CMD000519;CLI00478;2024-06-17;08:15;En cours;PayPal;UPS;206.25;41.25;0;247.5;FIDELITE15
CMD000520;CLI00447;2023-08-14;18:56;Livrée;Carte bancaire;UPS;750.15;150.03;0;900.18;
CMD000521;CLI00002;2024-03-20;17:15;Livrée;Virement;DPD;284.2;56.84;0;341.04;
CMD000522;CLI00450;2023-11-04;09:14;Livrée;Carte bancaire;Mondial Relay;157.2;31.44;0;188.64;FIDELITE15
CMD000523;CLI00497;2024-04-02;18:07;En cours;Virement;DPD;193.0;38.6;0;231.6;
CMD000524;CLI00397;2024-05-10;14:25;Annulée;Apple Pay;DPD;2828.85;565.77;0;3394.62;FIDELITE15
CMD000525;CLI00134;2023-02-25;11:49;Livrée;Carte bancaire;UPS;722.3;144.46;0;866.76;SOLDES20
CMD000526;CLI00067;2024-09-11;20:45;Retournée;Virement;Mondial Relay;18.05;3.61;4.99;26.65;
CMD000527;CLI00336;2023-02-20;21:45;Retournée;PayPal;Mondial Relay;141.65;28.33;0;169.98;
CMD000528;CLI00467;2024-01-18;08:10;En cours;Virement;Mondial Relay;279.3;55.86;0;335.16;
CMD000529;CLI00118;2024-10-08;21:50;Livrée;Apple Pay;DPD;207.0;41.4;0;248.4;
CMD000530;CLI00419;2023-10-04;19:48;Livrée;Apple Pay;Colissimo;2037.45;407.49;0;2444.94;
CMD000531;CLI00381;2024-07-08;11:53;Livrée;Klarna;Mondial Relay;71.25;14.25;0;85.5;SOLDES20
CMD000532;CLI00218;2024-06-08;12:27;Livrée;Carte bancaire;Chronopost;460.4;92.08;0;552.48;FIDELITE15
CMD000533;CLI00288;2023-10-13;13:48;Annulée;Klarna;Colissimo;479.75;95.95;0;575.7;FLASH25
CMD000534;CLI00115;2024-08-14;09:06;Livrée;Klarna;Chronopost;770.8;154.16;0;924.96;
CMD000535;CLI00443;2024-05-16;21:30;Livrée;Klarna;UPS;232.2;46.44;0;278.64;
CMD000536;CLI00031;2024-05-20;19:13;Livrée;Klarna;DPD;1745.15;349.03;0;2094.18;FLASH25
CMD000537;CLI00161;2024-10-29;14:44;Livrée;Carte bancaire;DPD;361.55;72.31;0;433.86;
CMD000538;CLI00388;2023-01-14;21:35;Livrée;Apple Pay;DPD;790.55;158.11;0;948.66;
CMD000539;CLI00152;2023-05-01;10:09;Expédiée;Virement;UPS;319.95;63.99;0;383.94;
CMD000540;CLI00412;2024-09-20;14:11;En cours;PayPal;DPD;995.55;199.11;0;1194.66;
CMD000541;CLI00003;2023-11-16;08:39;Livrée;Apple Pay;UPS;811.65;162.33;0;973.98;
CMD000542;CLI00035;2023-12-25;21:58;Retournée;Apple Pay;UPS;167.0;33.4;0;200.4;BIENVENUE10
CMD000543;CLI00189;2024-10-01;19:13;Expédiée;Virement;Chronopost;216.1;43.22;0;259.32;BIENVENUE10
CMD000544;CLI00289;2023-04-15;08:50;Livrée;PayPal;Chronopost;1183.95;236.79;0;1420.74;
CMD000545;CLI00476;2024-09-21;10:32;Livrée;Apple Pay;DPD;118.0;23.6;0;141.6;FLASH25
CMD000546;CLI00168;2023-11-06;14:49;Retournée;Apple Pay;DPD;282.15;56.43;0;338.58;SOLDES20
CMD000547;CLI00160;2024-06-18;09:35;En cours;Apple Pay;Mondial Relay;1658.6;331.72;0;1990.32;
CMD000548;CLI00013;2024-01-10;22:47;Annulée;Carte bancaire;Chronopost;311.35;62.27;0;373.62;FLASH25
CMD000549;CLI00185;2024-06-22;09:58;Livrée;Virement;Mondial Relay;58.0;11.6;0;69.6;
CMD000550;CLI00311;2023-10-07;08:36;Livrée;Carte bancaire;DPD;956.45;191.29;0;1147.74;FLASH25
CMD000551;CLI00252;2023-06-27;15:40;Annulée;Carte bancaire;Mondial Relay;4122.5;824.5;0;4947.0;
CMD000552;CLI00440;2024-07-11;21:57;Livrée;Virement;Chronopost;100.5;20.1;0;120.6;SOLDES20
CMD000553;CLI00265;2023-01-15;12:38;Expédiée;PayPal;UPS;4509.0;901.8;0;5410.8;FIDELITE15
CMD000554;CLI00089;2024-10-12;17:59;Livrée;Apple Pay;Colissimo;466.2;93.24;0;559.44;
CMD000555;CLI00471;2023-04-03;08:49;Livrée;PayPal;Colissimo;45.0;9.0;9.99;63.99;
CMD000556;CLI00327;2024-01-19;18:57;Annulée;PayPal;Chronopost;19.0;3.8;9.99;32.79;BIENVENUE10
CMD000557;CLI00028;2024-01-24;21:12;Livrée;Virement;Chronopost;1045.0;209.0;0;1254.0;
CMD000558;CLI00152;2023-09-23;21:40;Annulée;PayPal;Colissimo;1803.95;360.79;0;2164.74;FIDELITE15
CMD000559;CLI00080;2024-07-04;16:49;Livrée;PayPal;Mondial Relay;863.25;172.65;0;1035.9;
CMD000560;CLI00240;2023-09-25;10:30;Livrée;PayPal;DPD;124.95;24.99;0;149.94;SOLDES20
CMD000561;CLI00191;2024-07-31;22:22;Expédiée;Virement;Chronopost;3074.85;614.97;0;3689.82;FLASH25
CMD000562;CLI00280;2023-07-10;13:38;Livrée;Virement;DPD;431.2;86.24;0;517.44;FIDELITE15
CMD000563;CLI00154;2023-02-11;16:12;Livrée;Klarna;Chronopost;852.7;170.54;0;1023.24;
CMD000564;CLI00340;2023-12-08;14:10;Livrée;Apple Pay;Colissimo;49.0;9.8;6.99;65.79;
CMD000565;CLI00103;2023-06-26;18:35;Livrée;Virement;Colissimo;784.3;156.86;0;941.16;FLASH25
CMD000566;CLI00082;2023-12-19;14:08;Livrée;Virement;Chronopost;1027.5;205.5;0;1233.0;FIDELITE15
CMD000567;CLI00396;2023-12-01;10:49;Livrée;PayPal;Mondial Relay;2082.15;416.43;0;2498.58;SOLDES20
CMD000568;CLI00175;2024-05-28;14:41;Livrée;PayPal;DPD;2085.1;417.02;0;2502.12;
CMD000569;CLI00146;2023-11-15;18:46;Expédiée;Carte bancaire;DPD;1636.9;327.38;0;1964.28;
CMD000570;CLI00083;2023-11-23;18:07;Livrée;Klarna;DPD;2788.85;557.77;0;3346.62;SOLDES20
CMD000571;CLI00400;2024-04-29;16:52;En cours;Klarna;DPD;529.6;105.92;0;635.52;FIDELITE15
CMD000572;CLI00025;2024-04-20;08:56;Livrée;Klarna;Mondial Relay;36.1;7.22;6.99;50.31;BIENVENUE10
CMD000573;CLI00218;2023-12-12;12:22;Livrée;Apple Pay;Colissimo;178.0;35.6;0;213.6;FLASH25
CMD000574;CLI00167;2023-11-01;18:31;Livrée;Apple Pay;Mondial Relay;1643.75;328.75;0;1972.5;SOLDES20
CMD000575;CLI00498;2024-04-14;09:21;Livrée;Virement;DPD;5649.55;1129.91;0;6779.46;FIDELITE15
CMD000576;CLI00012;2023-07-08;17:16;Livrée;Virement;UPS;89.0;17.8;0;106.8;
CMD000577;CLI00356;2023-02-20;18:18;En cours;Virement;Colissimo;554.8;110.96;0;665.76;FIDELITE15
CMD000578;CLI00107;2023-01-20;09:14;Expédiée;PayPal;Colissimo;439.2;87.84;0;527.04;SOLDES20
CMD000579;CLI00114;2023-03-07;21:28;Livrée;PayPal;DPD;808.3;161.66;0;969.96;FLASH25
CMD000580;CLI00108;2024-06-29;19:33;Livrée;Virement;Mondial Relay;4782.65;956.53;0;5739.18;BIENVENUE10
CMD000581;CLI00385;2023-11-19;16:47;Annulée;Apple Pay;Chronopost;1319.4;263.88;0;1583.28;FIDELITE15
CMD000582;CLI00472;2024-07-04;14:35;Livrée;Apple Pay;Mondial Relay;985.75;197.15;0;1182.9;
CMD000583;CLI00215;2024-09-05;16:34;Livrée;Klarna;DPD;288.7;57.74;0;346.44;
CMD000584;CLI00440;2024-02-18;18:58;Annulée;Carte bancaire;DPD;1321.2;264.24;0;1585.44;FIDELITE15
CMD000585;CLI00499;2024-03-04;17:32;Expédiée;Carte bancaire;UPS;686.1;137.22;0;823.32;FIDELITE15
CMD000586;CLI00485;2023-01-24;21:12;En cours;PayPal;DPD;1088.75;217.75;0;1306.5;SOLDES20
CMD000587;CLI00371;2023-09-03;18:38;Livrée;Apple Pay;Chronopost;1676.65;335.33;0;2011.98;
CMD000588;CLI00499;2024-04-17;11:29;Retournée;Carte bancaire;Colissimo;58.0;11.6;0;69.6;
CMD000589;CLI00350;2024-02-21;08:28;Retournée;Apple Pay;Colissimo;1991.35;398.27;0;2389.62;BIENVENUE10
CMD000590;CLI00416;2024-02-12;10:54;Livrée;Virement;UPS;561.45;112.29;0;673.74;
CMD000591;CLI00370;2023-06-23;15:57;En cours;Apple Pay;Chronopost;1364.3;272.86;0;1637.16;BIENVENUE10
CMD000592;CLI00176;2023-10-30;16:18;Annulée;Carte bancaire;Chronopost;973.0;194.6;0;1167.6;SOLDES20
CMD000593;CLI00289;2024-01-07;12:09;Livrée;PayPal;Chronopost;573.6;114.72;0;688.32;BIENVENUE10
CMD000594;CLI00440;2024-01-29;08:16;Livrée;Virement;UPS;1868.1;373.62;0;2241.72;FIDELITE15
CMD000595;CLI00245;2024-09-25;18:10;Livrée;Klarna;DPD;1159.1;231.82;0;1390.92;
CMD000596;CLI00248;2024-01-24;11:14;Livrée;PayPal;Mondial Relay;449.0;89.8;0;538.8;
CMD000597;CLI00333;2023-07-21;14:40;En cours;Carte bancaire;Mondial Relay;3020.45;604.09;0;3624.54;
CMD000598;CLI00139;2024-07-20;19:29;Retournée;PayPal;Colissimo;3247.6;649.52;0;3897.12;BIENVENUE10
CMD000599;CLI00283;2023-10-12;11:14;Livrée;PayPal;UPS;2624.1;524.82;0;3148.92;FLASH25
CMD000600;CLI00238;2023-04-11;11:30;Retournée;Carte bancaire;DPD;2697.0;539.4;0;3236.4;
CMD000601;CLI00244;2023-07-22;20:40;Livrée;Klarna;DPD;537.2;107.44;0;644.64;
CMD000602;CLI00129;2024-02-21;13:17;Livrée;Klarna;UPS;964.5;192.9;0;1157.4;BIENVENUE10
CMD000603;CLI00321;2024-03-26;10:11;Livrée;Carte bancaire;DPD;2312.3;462.46;0;2774.76;BIENVENUE10
CMD000604;CLI00049;2024-03-29;12:59;En cours;Klarna;Chronopost;339.6;67.92;0;407.52;
CMD000605;CLI00166;2023-06-10;12:14;Livrée;Virement;DPD;347.15;69.43;0;416.58;BIENVENUE10
CMD000606;CLI00190;2023-05-29;20:26;Livrée;Carte bancaire;DPD;363.85;72.77;0;436.62;
CMD000607;CLI00496;2024-02-23;11:42;En cours;Virement;Mondial Relay;153.0;30.6;0;183.6;SOLDES20
CMD000608;CLI00013;2023-11-26;10:20;Expédiée;Apple Pay;UPS;504.25;100.85;0;605.1;FLASH25
CMD000609;CLI00488;2023-02-17;13:28;Expédiée;Virement;Colissimo;386.2;77.24;0;463.44;FLASH25
CMD000610;CLI00069;2023-03-17;20:42;En cours;Virement;UPS;838.95;167.79;0;1006.74;BIENVENUE10
CMD000611;CLI00354;2023-01-23;13:54;Livrée;Virement;DPD;150.45;30.09;0;180.54;
CMD000612;CLI00095;2023-11-25;12:16;Annulée;Klarna;Colissimo;228.45;45.69;0;274.14;
CMD000613;CLI00062;2024-10-19;21:51;Expédiée;Virement;UPS;3894.35;778.87;0;4673.22;FLASH25
CMD000614;CLI00145;2024-08-11;16:49;En cours;Carte bancaire;UPS;22.5;4.5;4.99;31.99;
CMD000615;CLI00409;2024-06-09;09:11;Livrée;Klarna;Mondial Relay;396.65;79.33;0;475.98;FLASH25
CMD000616;CLI00271;2024-03-18;21:14;Livrée;Klarna;Mondial Relay;2664.1;532.82;0;3196.92;FLASH25
CMD000617;CLI00335;2023-07-25;09:20;En cours;Virement;Chronopost;1230.5;246.1;0;1476.6;
CMD000618;CLI00104;2023-11-07;21:47;Livrée;PayPal;DPD;416.35;83.27;0;499.62;
CMD000619;CLI00229;2024-03-25;10:32;Expédiée;Klarna;UPS;185.2;37.04;0;222.24;
CMD000620;CLI00084;2023-08-03;12:32;Livrée;Carte bancaire;DPD;227.7;45.54;0;273.24;
CMD000621;CLI00004;2024-01-25;18:51;Expédiée;Apple Pay;DPD;803.85;160.77;0;964.62;
CMD000622;CLI00488;2023-10-09;17:00;En cours;PayPal;UPS;129.0;25.8;0;154.8;
CMD000623;CLI00072;2024-04-26;18:18;Livrée;Virement;UPS;58.65;11.73;0;70.38;FIDELITE15
CMD000624;CLI00422;2023-06-11;13:56;Expédiée;Carte bancaire;Chronopost;256.65;51.33;0;307.98;
CMD000625;CLI00255;2023-07-28;21:09;Livrée;Apple Pay;Colissimo;245.2;49.04;0;294.24;FIDELITE15
CMD000626;CLI00391;2024-09-04;14:04;Retournée;Carte bancaire;DPD;338.0;67.6;0;405.6;FLASH25
CMD000627;CLI00213;2024-07-03;22:57;Annulée;Virement;Chronopost;122.1;24.42;0;146.52;SOLDES20
CMD000628;CLI00337;2024-07-06;09:47;En cours;Carte bancaire;DPD;1101.75;220.35;0;1322.1;BIENVENUE10
CMD000629;CLI00455;2024-09-21;13:45;Livrée;Apple Pay;UPS;706.65;141.33;0;847.98;BIENVENUE10
CMD000630;CLI00390;2023-05-15;08:09;En cours;Carte bancaire;Chronopost;782.75;156.55;0;939.3;
CMD000631;CLI00204;2023-11-27;12:41;Livrée;Klarna;Mondial Relay;624.45;124.89;0;749.34;SOLDES20
CMD000632;CLI00457;2023-07-10;12:04;Livrée;Virement;DPD;177.75;35.55;0;213.3;
CMD000633;CLI00494;2024-07-10;09:35;Livrée;Virement;Chronopost;378.0;75.6;0;453.6;SOLDES20
CMD000634;CLI00158;2024-04-08;17:49;Expédiée;PayPal;UPS;2734.15;546.83;0;3280.98;
CMD000635;CLI00410;2024-06-29;16:39;En cours;Apple Pay;Chronopost;1029.45;205.89;0;1235.34;BIENVENUE10
CMD000636;CLI00026;2024-02-15;16:42;Livrée;Virement;Chronopost;718.3;143.66;0;861.96;
CMD000637;CLI00031;2024-02-25;14:25;Livrée;Klarna;Chronopost;106.2;21.24;0;127.44;
CMD000638;CLI00428;2023-12-25;17:43;Livrée;PayPal;Chronopost;1096.95;219.39;0;1316.34;FLASH25
CMD000639;CLI00073;2023-10-10;16:06;En cours;Klarna;DPD;44.1;8.82;6.99;59.91;
CMD000640;CLI00339;2024-03-24;15:09;Livrée;Carte bancaire;Mondial Relay;240.3;48.06;0;288.36;BIENVENUE10
CMD000641;CLI00487;2023-02-11;20:18;Expédiée;PayPal;UPS;310.5;62.1;0;372.6;
CMD000642;CLI00046;2024-09-09;18:06;En cours;Virement;Mondial Relay;1669.25;333.85;0;2003.1;BIENVENUE10
CMD000643;CLI00328;2024-06-04;17:27;En cours;Virement;Colissimo;2124.25;424.85;0;2549.1;FLASH25
CMD000644;CLI00288;2024-09-13;18:45;Expédiée;Klarna;DPD;3467.3;693.46;0;4160.76;FIDELITE15
CMD000645;CLI00368;2023-02-10;10:01;En cours;Virement;Colissimo;1750.05;350.01;0;2100.06;BIENVENUE10
CMD000646;CLI00472;2024-02-27;18:16;Livrée;PayPal;Chronopost;881.4;176.28;0;1057.68;SOLDES20
CMD000647;CLI00380;2024-02-15;19:51;En cours;PayPal;Mondial Relay;2810.3;562.06;0;3372.36;BIENVENUE10
CMD000648;CLI00052;2023-04-03;13:21;Expédiée;Apple Pay;Mondial Relay;985.2;197.04;0;1182.24;
CMD000649;CLI00492;2023-06-22;22:32;En cours;Klarna;Mondial Relay;26.1;5.22;6.99;38.31;
CMD000650;CLI00204;2024-09-25;10:45;Livrée;Virement;UPS;1234.95;246.99;0;1481.94;SOLDES20
CMD000651;CLI00204;2023-05-17;09:20;Expédiée;PayPal;DPD;45.0;9.0;9.99;63.99;
CMD000652;CLI00126;2024-07-15;20:13;Livrée;PayPal;Colissimo;2815.3;563.06;0;3378.36;BIENVENUE10
CMD000653;CLI00125;2023-01-22;22:57;Annulée;Apple Pay;Mondial Relay;910.6;182.12;0;1092.72;SOLDES20
CMD000654;CLI00412;2023-09-27;21:52;Expédiée;PayPal;UPS;1160.15;232.03;0;1392.18;
CMD000655;CLI00050;2024-06-03;15:39;Annulée;Apple Pay;DPD;2175.25;435.05;0;2610.3;FIDELITE15
CMD000656;CLI00034;2023-06-25;12:57;Livrée;Carte bancaire;UPS;1546.65;309.33;0;1855.98;FLASH25
CMD000657;CLI00221;2023-05-17;12:21;Expédiée;PayPal;UPS;697.95;139.59;0;837.54;FIDELITE15
CMD000658;CLI00074;2024-07-06;17:07;En cours;Carte bancaire;UPS;12.75;2.55;6.99;22.29;
CMD000659;CLI00272;2024-02-28;22:31;Livrée;Carte bancaire;Mondial Relay;117.65;23.53;0;141.18;
CMD000660;CLI00049;2024-02-18;22:16;Expédiée;Apple Pay;Colissimo;2272.65;454.53;0;2727.18;
CMD000661;CLI00134;2024-02-16;20:06;Livrée;Klarna;Mondial Relay;303.1;60.62;0;363.72;
CMD000662;CLI00451;2024-09-12;13:54;Livrée;Carte bancaire;Chronopost;1869.5;373.9;0;2243.4;
CMD000663;CLI00326;2024-09-27;17:23;Annulée;Klarna;Chronopost;295.0;59.0;0;354.0;FLASH25
CMD000664;CLI00362;2023-07-01;20:59;Retournée;Virement;Mondial Relay;2994.0;598.8;0;3592.8;
CMD000665;CLI00179;2023-07-04;22:21;Retournée;Apple Pay;UPS;970.2;194.04;0;1164.24;FIDELITE15
CMD000666;CLI00402;2024-04-03;20:53;Livrée;Klarna;Colissimo;2104.6;420.92;0;2525.52;
CMD000667;CLI00340;2023-11-25;14:25;Retournée;Apple Pay;DPD;1307.25;261.45;0;1568.7;
CMD000668;CLI00252;2023-01-25;17:24;Annulée;Virement;DPD;709.65;141.93;0;851.58;BIENVENUE10
CMD000669;CLI00395;2023-02-26;22:37;Retournée;Klarna;UPS;69.0;13.8;0;82.8;
CMD000670;CLI00329;2023-11-18;13:43;Livrée;Carte bancaire;Chronopost;3220.05;644.01;0;3864.06;
CMD000671;CLI00235;2023-07-10;08:59;Livrée;Apple Pay;Chronopost;1979.75;395.95;0;2375.7;
CMD000672;CLI00474;2023-10-25;22:53;Livrée;Apple Pay;Colissimo;162.25;32.45;0;194.7;
CMD000673;CLI00073;2024-09-05;14:52;Livrée;Apple Pay;DPD;843.3;168.66;0;1011.96;BIENVENUE10
CMD000674;CLI00432;2023-07-14;18:44;Annulée;PayPal;Colissimo;1038.8;207.76;0;1246.56;
CMD000675;CLI00060;2023-06-12;10:47;Annulée;Virement;DPD;75.0;15.0;0;90.0;BIENVENUE10
CMD000676;CLI00275;2023-10-21;09:07;Livrée;PayPal;Colissimo;1113.75;222.75;0;1336.5;FIDELITE15
CMD000677;CLI00095;2023-03-27;15:38;Livrée;Carte bancaire;UPS;214.1;42.82;0;256.92;
CMD000678;CLI00394;2023-08-04;13:55;En cours;Virement;Chronopost;199.0;39.8;0;238.8;SOLDES20
CMD000679;CLI00237;2023-07-25;15:01;Livrée;Apple Pay;Colissimo;1329.1;265.82;0;1594.92;
CMD000680;CLI00309;2024-06-25;19:59;Livrée;Virement;Mondial Relay;4165.1;833.02;0;4998.12;
CMD000681;CLI00074;2023-04-17;08:52;Livrée;Apple Pay;UPS;539.1;107.82;0;646.92;
CMD000682;CLI00439;2023-08-18;18:31;Livrée;Klarna;Mondial Relay;3876.75;775.35;0;4652.1;SOLDES20
CMD000683;CLI00326;2024-04-10;18:46;Annulée;PayPal;DPD;107.0;21.4;0;128.4;BIENVENUE10
CMD000684;CLI00452;2023-06-14;08:29;En cours;Apple Pay;UPS;178.0;35.6;0;213.6;
CMD000685;CLI00206;2023-05-09;15:24;En cours;Apple Pay;Mondial Relay;593.75;118.75;0;712.5;SOLDES20
CMD000686;CLI00167;2024-02-13;18:19;Livrée;PayPal;DPD;873.45;174.69;0;1048.14;
CMD000687;CLI00241;2023-04-22;22:33;Retournée;Apple Pay;Chronopost;2307.15;461.43;0;2768.58;FLASH25
CMD000688;CLI00013;2023-07-31;11:55;Expédiée;PayPal;DPD;751.3;150.26;0;901.56;SOLDES20
CMD000689;CLI00313;2024-09-19;08:00;Retournée;Carte bancaire;Mondial Relay;29.0;5.8;4.99;39.79;
CMD000690;CLI00161;2024-01-01;17:57;Livrée;Apple Pay;DPD;226.0;45.2;0;271.2;SOLDES20
CMD000691;CLI00361;2023-06-29;14:10;Livrée;Klarna;UPS;516.3;103.26;0;619.56;FLASH25
CMD000692;CLI00359;2023-10-15;20:02;Livrée;PayPal;DPD;33.25;6.65;4.99;44.89;FLASH25
CMD000693;CLI00195;2024-05-03;22:28;Livrée;Klarna;UPS;87.0;17.4;0;104.4;
CMD000694;CLI00230;2023-01-21;18:20;Annulée;Virement;Colissimo;7404.15;1480.83;0;8884.98;SOLDES20
CMD000695;CLI00309;2024-05-21;11:44;Livrée;Virement;Mondial Relay;656.5;131.3;0;787.8;FLASH25
CMD000696;CLI00222;2023-12-12;10:55;Livrée;Klarna;Colissimo;135.3;27.06;0;162.36;
CMD000697;CLI00155;2024-01-25;14:45;Livrée;Virement;Chronopost;5500.8;1100.16;0;6600.96;SOLDES20
CMD000698;CLI00369;2023-09-25;09:51;Retournée;Virement;UPS;546.3;109.26;0;655.56;
CMD000699;CLI00012;2023-05-12;20:15;Livrée;Carte bancaire;Colissimo;1714.1;342.82;0;2056.92;
CMD000700;CLI00371;2023-01-14;22:47;En cours;Carte bancaire;Chronopost;3693.15;738.63;0;4431.78;
CMD000701;CLI00368;2023-04-04;21:12;Livrée;Apple Pay;UPS;1904.35;380.87;0;2285.22;
CMD000702;CLI00241;2023-10-22;09:44;Livrée;Carte bancaire;Chronopost;4134.45;826.89;0;4961.34;
CMD000703;CLI00435;2023-11-26;16:40;Livrée;Virement;Chronopost;1486.65;297.33;0;1783.98;FIDELITE15
CMD000704;CLI00129;2023-12-20;09:43;Livrée;Apple Pay;Colissimo;2771.15;554.23;0;3325.38;
CMD000705;CLI00164;2024-08-25;16:47;En cours;PayPal;Chronopost;2817.4;563.48;0;3380.88;
CMD000706;CLI00022;2023-12-28;14:55;Expédiée;PayPal;DPD;1215.65;243.13;0;1458.78;SOLDES20
CMD000707;CLI00008;2024-03-20;15:09;Livrée;Virement;Mondial Relay;52.75;10.55;0;63.3;
CMD000708;CLI00012;2024-05-24;17:46;Expédiée;Apple Pay;DPD;363.55;72.71;0;436.26;FIDELITE15
CMD000709;CLI00486;2023-06-13;13:45;Annulée;Apple Pay;UPS;149.0;29.8;0;178.8;BIENVENUE10
CMD000710;CLI00073;2023-08-29;14:39;Retournée;Carte bancaire;UPS;2767.6;553.52;0;3321.12;
CMD000711;CLI00272;2023-10-16;14:15;En cours;PayPal;Mondial Relay;790.65;158.13;0;948.78;
CMD000712;CLI00466;2023-11-17;17:58;Annulée;PayPal;UPS;734.6;146.92;0;881.52;
CMD000713;CLI00417;2023-09-13;12:04;Annulée;Apple Pay;DPD;4168.65;833.73;0;5002.38;
CMD000714;CLI00406;2023-10-10;21:39;Livrée;Apple Pay;UPS;3094.0;618.8;0;3712.8;
CMD000715;CLI00402;2023-10-07;19:56;En cours;PayPal;UPS;3161.3;632.26;0;3793.56;BIENVENUE10
CMD000716;CLI00128;2024-01-21;10:18;Expédiée;Carte bancaire;Colissimo;298.0;59.6;0;357.6;FIDELITE15
CMD000717;CLI00041;2024-01-13;15:48;Annulée;Virement;Colissimo;483.3;96.66;0;579.96;BIENVENUE10
CMD000718;CLI00234;2023-10-10;21:46;Livrée;Apple Pay;UPS;920.2;184.04;0;1104.24;
CMD000719;CLI00322;2024-03-20;08:46;En cours;PayPal;DPD;661.65;132.33;0;793.98;
CMD000720;CLI00475;2023-03-11;20:23;Livrée;Virement;Mondial Relay;90.65;18.13;0;108.78;
CMD000721;CLI00212;2023-12-18;15:10;Livrée;Carte bancaire;Mondial Relay;1240.7;248.14;0;1488.84;
CMD000722;CLI00123;2023-02-27;11:30;Retournée;Carte bancaire;Colissimo;3057.45;611.49;0;3668.94;
CMD000723;CLI00389;2023-08-27;14:01;Livrée;Klarna;Mondial Relay;2556.55;511.31;0;3067.86;FLASH25
CMD000724;CLI00013;2024-02-29;08:13;Retournée;PayPal;UPS;1349.1;269.82;0;1618.92;FLASH25
CMD000725;CLI00004;2023-12-24;16:24;Livrée;PayPal;Chronopost;1631.05;326.21;0;1957.26;BIENVENUE10
CMD000726;CLI00172;2023-07-20;18:32;En cours;Apple Pay;Chronopost;934.9;186.98;0;1121.88;
CMD000727;CLI00058;2023-02-12;19:47;Expédiée;Virement;Chronopost;9.0;1.8;9.99;20.79;BIENVENUE10
CMD000728;CLI00185;2024-04-19;08:13;Livrée;PayPal;Mondial Relay;378.1;75.62;0;453.72;
CMD000729;CLI00256;2024-02-02;17:06;En cours;Carte bancaire;Colissimo;1035.9;207.18;0;1243.08;
CMD000730;CLI00439;2023-01-12;19:36;Livrée;PayPal;Colissimo;283.1;56.62;0;339.72;
CMD000731;CLI00189;2023-08-09;12:29;Livrée;PayPal;Colissimo;1178.5;235.7;0;1414.2;
CMD000732;CLI00451;2024-05-02;15:55;Livrée;Klarna;UPS;24.65;4.93;4.99;34.57;BIENVENUE10
CMD000733;CLI00139;2023-01-24;11:04;Annulée;Apple Pay;DPD;87.0;17.4;0;104.4;
CMD000734;CLI00020;2024-05-24;11:51;Expédiée;Virement;Colissimo;3787.8;757.56;0;4545.36;BIENVENUE10
CMD000735;CLI00494;2023-07-12;12:23;Livrée;Carte bancaire;UPS;4100.6;820.12;0;4920.72;SOLDES20
CMD000736;CLI00234;2024-04-28;10:20;Retournée;Virement;DPD;228.8;45.76;0;274.56;
CMD000737;CLI00298;2024-02-16;17:16;En cours;PayPal;Mondial Relay;737.15;147.43;0;884.58;SOLDES20
CMD000738;CLI00331;2024-04-22;21:50;Annulée;PayPal;DPD;5970.45;1194.09;0;7164.54;
CMD000739;CLI00422;2024-03-05;15:07;Livrée;Virement;Mondial Relay;4381.75;876.35;0;5258.1;FIDELITE15
CMD000740;CLI00268;2024-02-07;22:50;Livrée;Klarna;Colissimo;1821.95;364.39;0;2186.34;FLASH25
CMD000741;CLI00074;2023-03-15;09:52;Livrée;PayPal;Colissimo;256.95;51.39;0;308.34;
CMD000742;CLI00016;2023-10-30;15:07;Livrée;Apple Pay;Mondial Relay;94.0;18.8;0;112.8;FIDELITE15
